gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,0,41,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3263.9,0
Male,0,0,0,18,1,True,DSL,True,False,True,False,True,False,Month-to-month,0,Mailed check,69.5,1199.4000244140625,0
Female,0,0,0,13,1,True,Fiber optic,True,False,False,False,False,False,Month-to-month,1,Credit card (automatic),80.0,1029.3499755859375,0
Female,0,1,1,10,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),26.100000381469727,225.5500030517578,0
Male,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,24.7,0
Female,0,1,0,67,1,True,Fiber optic,True,False,True,True,True,True,One year,1,Electronic check,111.25,7511.64990234375,0
Male,0,0,0,1,1,True,Fiber optic,False,True,False,False,False,True,Month-to-month,1,Credit card (automatic),90.8499984741211,90.8499984741211,1
Male,0,0,1,21,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,80.35,1747.2,0
Male,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,0
Male,0,0,0,72,1,True,DSL,True,True,False,True,True,True,Two year,0,Credit card (automatic),86.05000305175781,6309.64990234375,0
Male,0,0,0,65,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.549999237060547,1218.6500244140625,0
Female,0,0,1,24,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,498.1000061035156,0
Female,0,0,0,26,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.05,1815.65,0
Male,0,0,0,28,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),30.1,810.85,0
Male,0,0,1,45,1,True,Fiber optic,False,False,True,False,True,True,Two year,0,Bank transfer (automatic),99.6999969482422,4634.35009765625,0
Female,0,0,0,10,0,No,DSL,True,False,False,False,False,False,Month-to-month,0,Mailed check,29.75,301.8999938964844,0
Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,117.8,0
Male,0,0,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,45.0,1242.45,0
Male,1,1,1,60,1,True,Fiber optic,True,True,False,False,False,True,Month-to-month,1,Electronic check,93.25,5774.5498046875,0
Female,0,0,1,31,1,True,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Credit card (automatic),86.55000305175781,2697.39990234375,1
Male,0,1,1,28,0,No,DSL,False,True,True,True,True,True,One year,1,Credit card (automatic),60.0,1682.050048828125,0
Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.8,436.2,0
Male,0,0,0,24,1,True,Fiber optic,False,True,False,False,False,False,Month-to-month,1,Electronic check,80.25,1861.5,1
Female,0,1,1,49,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),79.3,3902.45,0
Male,1,0,0,65,1,True,Fiber optic,True,False,True,True,True,True,Two year,1,Electronic check,109.0500030517578,7108.2001953125,0
Male,0,1,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.2,76.2,1
Male,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,917.45,0
Female,1,0,0,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,70.1500015258789,70.1500015258789,1
Male,1,0,0,57,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Electronic check,93.75,5625.55,0
Male,0,1,1,65,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),72.45,4653.85,1
Female,0,1,1,4,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.850000381469727,62.900001525878906,0
Female,0,1,1,35,1,False,DSL,True,False,False,True,False,False,One year,1,Bank transfer (automatic),54.95000076293945,1916.0,0
Male,0,0,1,30,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.5,1307.8,0
Male,0,1,1,27,0,No,DSL,False,True,True,False,False,True,One year,1,Credit card (automatic),45.84999847412109,1246.4000244140625,0
Female,0,1,0,33,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,103.75,3361.05,1
Male,0,1,0,69,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.899999618530277,1363.449951171875,0
Male,0,0,0,62,1,True,Fiber optic,True,True,False,False,False,True,One year,1,Bank transfer (automatic),92.3000030517578,5731.4501953125,0
Female,0,0,0,52,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.649999618530277,1022.9500122070312,0
Female,0,0,0,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,71.3499984741211,71.3499984741211,1
Female,1,1,0,28,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,734.6,0
Female,0,1,1,23,0,No,DSL,True,False,False,True,False,False,Two year,0,Mailed check,34.599998474121094,813.4500122070312,0
Male,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),116.3,8309.55,0
Female,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.25,6841.4,0
Female,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,921.55,0
Female,0,0,0,64,1,True,Fiber optic,False,True,True,True,True,True,Two year,1,Credit card (automatic),110.5,7069.25,0
Female,1,0,1,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,71.0,71.0,1
Male,0,0,1,19,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.100000381469727,439.2000122070313,0
Male,0,0,0,3,1,False,Fiber optic,False,False,True,False,False,True,Month-to-month,0,Credit card (automatic),85.69999694824219,256.75,0
Female,1,0,0,7,1,False,DSL,True,False,False,False,False,False,Month-to-month,1,Electronic check,48.20000076293945,340.3500061035156,0
Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.95,7544.3,0
Male,0,1,1,72,0,No,DSL,True,False,True,True,True,True,Two year,0,Bank transfer (automatic),60.95000076293945,4549.0498046875,0
Male,0,1,1,68,1,True,Fiber optic,True,True,True,True,True,True,Two year,1,Bank transfer (automatic),114.6999969482422,7849.85009765625,0
Female,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1115.2,1
Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),18.8,1094.35,0
Male,0,0,1,18,1,True,Fiber optic,False,False,True,False,False,False,Month-to-month,1,Credit card (automatic),80.55000305175781,1406.6500244140625,0
Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,94.4,94.4,1
Female,0,0,0,5,1,True,DSL,True,False,False,False,False,False,Month-to-month,1,Electronic check,53.79999923706055,283.95001220703125,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.200000762939453,20.200000762939453,1
Female,0,0,0,1,1,False,DSL,False,False,False,False,False,False,Month-to-month,0,Credit card (automatic),43.95000076293945,43.95000076293945,0
Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.6,84.6,0
Female,0,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.5,7752.05,0
Female,0,0,0,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),24.7,465.85,0
Male,0,0,0,10,1,False,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Electronic check,94.9000015258789,1048.8499755859375,1
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,639.7,0
Female,0,1,1,5,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Electronic check,80.8499984741211,356.1000061035156,0
Male,0,0,0,12,1,True,Fiber optic,False,True,True,False,True,True,Month-to-month,1,Electronic check,106.6999969482422,1253.9000244140625,1
Female,0,1,0,6,1,True,Fiber optic,False,True,False,False,False,True,Month-to-month,1,Electronic check,90.75,512.25,0
Male,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.2,305.55,1
Male,0,1,1,72,1,True,DSL,True,True,True,True,True,False,Two year,0,Bank transfer (automatic),82.30000305175781,5815.14990234375,0
Female,1,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.9,6891.45,0
Female,0,0,0,37,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.75,2345.2,1
Male,0,0,0,49,0,No,DSL,False,False,True,False,False,False,Month-to-month,1,Bank transfer (automatic),30.200000762939453,1453.0999755859375,0
Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0
Female,0,0,0,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Mailed check,69.55000305175781,69.55000305175781,1
Male,1,1,0,18,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.55,1422.65,1
Female,0,0,0,52,0,No,DSL,True,True,False,True,False,False,Two year,0,Mailed check,39.09999847412109,1982.0999755859373,0
Female,0,1,1,49,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1211.6500244140625,0
Female,0,1,0,9,1,False,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,79.75,769.0999755859375,0
Male,0,0,0,19,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.799999237060547,279.20001220703125,0
Male,1,1,0,8,1,False,DSL,False,False,True,True,False,True,Month-to-month,1,Credit card (automatic),64.4000015258789,581.7000122070312,0
Female,0,1,1,12,0,No,DSL,False,True,False,False,False,False,Month-to-month,0,Mailed check,29.200000762939453,309.1000061035156,1
Male,0,1,0,55,1,True,Fiber optic,True,True,False,False,True,False,Month-to-month,1,Electronic check,96.75,5238.89990234375,1
Male,0,0,1,1,1,False,DSL,True,True,False,True,False,True,Month-to-month,1,Bank transfer (automatic),70.44999694824219,70.44999694824219,0
Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,523.5,1
Male,0,1,1,26,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.149999618530277,515.75,0
Male,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,126.05,1
Male,0,1,1,65,1,True,DSL,True,True,False,False,False,True,Two year,1,Mailed check,69.55000305175781,4459.14990234375,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,1
Female,0,1,1,33,1,False,DSL,True,True,True,False,False,False,One year,1,Mailed check,58.45000076293945,1955.4000244140625,0
Female,0,1,1,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.75,3069.45,0
Female,0,0,0,1,1,False,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,79.69999694824219,79.69999694824219,1
Female,0,1,0,61,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,0,Bank transfer (automatic),93.7,5860.7,0
Male,0,0,0,36,1,False,DSL,True,False,True,True,True,True,Month-to-month,1,Credit card (automatic),79.19999694824219,2854.949951171875,0
Male,0,0,0,23,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.850000381469727,473.8999938964844,0
Male,0,1,0,59,1,True,Fiber optic,False,False,True,False,True,True,One year,1,Bank transfer (automatic),99.5,5961.10009765625,1
Male,0,0,0,24,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.65,1400.55,1
Male,0,0,0,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,689.75,0
Female,0,1,1,42,1,False,Fiber optic,False,False,True,True,True,True,Two year,1,Electronic check,100.4000015258789,4303.64990234375,0
Male,0,0,0,2,1,True,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,86.0,165.4499969482422,1
Female,1,0,0,40,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,55.8,2109.35,1
Male,0,1,0,67,1,False,Fiber optic,True,True,True,True,True,True,Two year,1,Electronic check,111.0500030517578,7321.0498046875,0
Female,0,0,0,5,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.549999237060547,99.5999984741211,0
Female,0,0,0,1,1,False,Fiber optic,False,True,False,False,False,False,Month-to-month,0,Electronic check,75.80000305175781,75.80000305175781,1
Female,0,1,1,32,1,False,Fiber optic,False,True,False,False,True,False,Month-to-month,1,Electronic check,86.0999984741211,2723.75,0
Male,0,1,1,72,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.299999237060547,1643.25,0
Female,1,1,1,40,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Credit card (automatic),94.5500030517578,3640.449951171875,1
Female,1,0,0,7,1,False,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,89.1500015258789,574.3499755859375,0
Male,0,0,0,13,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.0,1301.7,1
Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),90.8,809.75,1
Male,0,0,0,1,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Electronic check,79.94999694824219,79.94999694824219,1
Male,0,0,0,9,1,True,Fiber optic,False,True,False,False,True,True,Month-to-month,1,Credit card (automatic),99.3000030517578,918.75,0
Female,0,1,1,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.5,740.3,1
Female,1,0,0,3,1,True,Fiber optic,False,True,False,False,False,False,Month-to-month,1,Electronic check,79.4000015258789,205.0500030517578,1
Male,0,0,0,31,1,False,DSL,False,False,True,True,False,False,Month-to-month,1,Electronic check,55.25,1715.6500244140625,1
Male,0,1,0,56,1,True,Fiber optic,True,True,True,False,False,False,One year,1,Electronic check,93.1500015258789,5253.9501953125,0
Male,0,1,0,24,0,No,DSL,False,False,True,False,False,False,Month-to-month,0,Electronic check,29.100000381469727,688.0,0
Male,0,1,0,64,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,70.15,4480.7,0
Male,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,1626.4,0
Male,0,1,0,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,679.0,0
Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1326.35,0
Male,0,0,0,6,1,False,Fiber optic,False,True,False,False,True,False,Month-to-month,1,Electronic check,85.3499984741211,489.4500122070313,1
Female,0,1,0,72,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,97.85,6841.3,0
Female,0,0,0,1,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,76.0,76.0,1
Male,1,1,1,72,1,False,Fiber optic,True,False,True,True,True,True,Two year,1,Credit card (automatic),104.0999984741211,7447.7001953125,0
Female,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,929.45,0
Female,0,1,1,51,1,False,DSL,True,True,False,True,False,True,One year,1,Credit card (automatic),69.75,3562.5,0
Female,0,1,0,51,1,False,Fiber optic,True,True,True,False,True,False,One year,1,Electronic check,93.5,4619.5498046875,0
Female,0,1,1,71,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1500.949951171875,0
Female,0,0,0,35,1,True,Fiber optic,True,True,True,True,True,True,Two year,1,Mailed check,113.1999969482422,3914.050048828125,0
Female,0,0,0,1,1,True,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,85.0,85.0,1
Male,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,483.15,0
Female,0,1,0,34,1,False,DSL,False,False,False,True,False,False,Month-to-month,0,Bank transfer (automatic),50.20000076293945,1815.300048828125,0
Male,1,0,0,16,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,69.6500015258789,1043.300048828125,0
Female,0,0,0,3,1,False,Fiber optic,False,True,False,False,True,False,Month-to-month,0,Electronic check,83.75,247.25,1
Male,0,1,1,8,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.899999618530277,153.9499969482422,0
Female,0,1,1,72,1,True,Fiber optic,True,False,False,False,False,False,Two year,0,Bank transfer (automatic),79.05000305175781,5730.7001953125,0
Male,0,0,0,7,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.950000762939453,147.5,0
Female,0,0,0,27,1,False,DSL,False,True,False,True,False,False,Month-to-month,1,Mailed check,56.150001525878906,1439.3499755859375,0
Male,0,1,1,72,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.950000762939453,1322.8499755859375,0
Female,0,1,1,61,0,No,DSL,False,True,True,True,True,False,Two year,0,Credit card (automatic),51.34999847412109,3244.39990234375,0
Male,0,0,0,19,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.950000762939453,373.5,0
Male,0,0,0,1,1,False,DSL,False,True,False,False,False,False,Month-to-month,0,Electronic check,50.79999923706055,50.79999923706055,1
Female,0,0,0,8,1,False,DSL,True,False,False,False,True,False,Month-to-month,1,Electronic check,60.0,487.75,0
Male,0,0,0,62,1,False,DSL,True,True,False,False,True,True,One year,1,Credit card (automatic),74.30000305175781,4698.0498046875,0
Male,0,0,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.0,1250.1,0
Female,1,0,0,14,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,78.85,1043.8,0
Female,0,0,0,45,1,True,Fiber optic,True,True,True,True,True,True,Month-to-month,1,Electronic check,115.6500015258789,5125.5,0
Female,0,1,0,60,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),37.7,2288.7,0
Female,1,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.4,263.05,0
Male,0,0,1,1,0,No,DSL,False,True,False,False,False,False,Month-to-month,1,Mailed check,31.350000381469727,31.350000381469727,1
Male,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.35,6578.55,0
Male,0,0,0,43,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),35.2,1463.7,0
Male,0,0,0,29,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Mailed check,24.85,788.05,0
Female,1,0,0,40,1,True,Fiber optic,False,False,True,True,True,True,One year,1,Credit card (automatic),103.75,4188.39990234375,0
Male,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.0,226.55,0
Female,0,0,0,23,1,False,Fiber optic,True,False,False,False,False,False,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0
Male,0,0,0,20,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.700000762939453,419.3999938964844,0
Female,0,1,0,49,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.049999237060547,923.0999755859376,0
Male,0,1,0,10,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Electronic check,79.94999694824219,857.2000122070312,1
Female,0,1,1,26,1,False,Fiber optic,True,True,False,False,False,False,Month-to-month,0,Electronic check,81.94999694824219,2070.050048828125,0
Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.8,1311.3,0
Male,0,1,1,72,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.299999237060547,1401.1500244140625,0
Female,1,0,0,8,1,True,Fiber optic,False,False,False,True,True,True,Month-to-month,1,Credit card (automatic),100.1500015258789,908.5499877929688,0
Male,0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,767.55,0
Male,0,0,0,63,1,True,Fiber optic,False,True,False,True,True,True,Month-to-month,0,Electronic check,105.4000015258789,6713.2001953125,0
Male,1,1,1,10,0,No,DSL,False,False,False,False,False,True,Month-to-month,1,Bank transfer (automatic),34.54999923706055,362.6000061035156,0
Female,1,0,0,13,1,False,DSL,False,True,True,False,False,False,Month-to-month,1,Electronic check,54.79999923706055,731.2999877929688,0
Male,1,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.5,2196.15,1
Male,0,1,1,71,1,True,DSL,True,True,True,True,True,True,Two year,0,Credit card (automatic),89.9000015258789,6457.14990234375,0
Female,0,0,0,22,1,False,Fiber optic,False,False,False,False,True,True,Month-to-month,0,Electronic check,89.25,1907.8499755859373,1
Male,0,0,0,14,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.600000381469727,300.3999938964844,0
Male,0,1,1,72,1,False,Fiber optic,True,True,False,True,True,True,Two year,0,Bank transfer (automatic),105.5,7611.5498046875,0
Male,0,0,0,42,1,True,Fiber optic,True,True,True,False,False,True,One year,1,Electronic check,99.0,4298.4501953125,0
Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,72.0,0
Female,0,1,1,65,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),61.35,3874.1,0
Male,0,0,1,1,1,True,DSL,False,False,False,False,False,False,Month-to-month,1,Electronic check,50.04999923706055,50.04999923706055,0
Male,0,0,0,3,1,False,DSL,True,False,True,False,True,True,Month-to-month,1,Electronic check,77.4000015258789,206.1499938964844,0
Male,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.55,7920.7,0
Female,0,0,0,1,0,No,DSL,False,False,False,False,True,False,Month-to-month,1,Electronic check,34.70000076293945,34.70000076293945,1
Male,0,1,1,11,1,False,Fiber optic,False,False,False,False,True,True,Month-to-month,0,Electronic check,90.5999984741211,1020.2000122070312,0
Female,0,1,1,62,1,True,Fiber optic,False,True,False,True,True,True,One year,1,Credit card (automatic),106.0500030517578,6703.5,0
Male,0,1,1,61,1,False,Fiber optic,False,True,False,True,True,True,One year,1,Bank transfer (automatic),98.4499969482422,6145.2001953125,0
Female,0,0,0,7,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),70.75,450.8,1
Male,1,1,0,57,1,True,Fiber optic,False,True,False,False,False,True,Month-to-month,1,Electronic check,89.8499984741211,4925.35009765625,0
Female,0,0,0,62,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,65.1,3846.75,0
Female,0,1,1,21,1,False,DSL,False,True,False,False,True,False,One year,1,Credit card (automatic),58.84999847412109,1215.449951171875,0
Female,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.850000381469727,19.850000381469727,0
Male,0,1,1,50,1,True,DSL,False,False,True,False,False,False,One year,0,Bank transfer (automatic),54.900001525878906,2614.10009765625,0
Female,0,1,1,72,1,True,DSL,False,False,True,False,True,True,Two year,1,Bank transfer (automatic),76.80000305175781,5468.4501953125,0
Male,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,713.1,1
Female,1,0,0,2,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,70.3499984741211,139.0500030517578,1
Female,1,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,3836.3,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0
Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1789.65,0
Male,0,0,0,16,1,False,Fiber optic,False,False,False,True,False,False,Month-to-month,1,Credit card (automatic),74.55000305175781,1170.5,0
Female,1,0,0,56,1,True,Fiber optic,False,True,True,False,True,True,One year,1,Bank transfer (automatic),104.75,5510.64990234375,1
Male,0,1,0,38,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.399999618530277,743.5,0
Male,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.2,776.25,0
Male,0,1,1,46,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Mailed check,56.9,2560.1,0
Female,0,0,1,34,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,0
Female,0,0,0,1,1,False,Fiber optic,False,False,False,True,True,True,Month-to-month,1,Electronic check,95.8499984741211,95.8499984741211,0
Male,0,1,1,68,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),62.65,4375.8,0
Female,0,1,1,69,1,True,DSL,True,False,True,True,False,False,Two year,1,Credit card (automatic),64.1500015258789,4254.10009765625,0
Female,0,0,0,5,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.549999237060547,96.0999984741211,0
Female,0,1,0,54,1,True,Fiber optic,False,True,True,True,True,True,One year,0,Electronic check,110.3499984741211,5893.14990234375,1
